Date : 2025-10-13 09:37:59
Directory : /home/kun/projects/SharePix
Total : 352 files,  3136 codes, 1919 comments, 975 blanks, all 6030 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /home/kun/projects/Knot/backend-service/project_document/[104]Apifox测试流程-BUG修复验证.md                                        | Markdown     |       -388 |          0 |        -96 |       -484 |
| /home/kun/projects/Knot/backend-service/project_document/[105]阶段C-2-多图片帖子系统.md                                             | Markdown     |       -229 |          0 |       -102 |       -331 |
| /home/kun/projects/Knot/backend-service/project_document/[106]用户信息管理功能完善-实施计划.md                                           | Markdown     |       -426 |          0 |       -118 |       -544 |
| /home/kun/projects/Knot/backend-service/project_document/[107]阶段D-1-互动系统点赞收藏功能实现计划.md                                      | Markdown     |     -2,104 |          0 |       -549 |     -2,653 |
| /home/kun/projects/Knot/backend-service/project_document/[200]数据库设计文档.md                                                   | Markdown     |       -353 |          0 |       -120 |       -473 |
| /home/kun/projects/Knot/backend-service/project_document/[201]性能优化专题.md                                                    | Markdown     |       -412 |          0 |       -127 |       -539 |
| /home/kun/projects/Knot/backend-service/src/api/auth_handler.cpp                                                           | C++          |       -309 |        -72 |        -94 |       -475 |
| /home/kun/projects/Knot/backend-service/src/api/auth_handler.h                                                             | C++          |        -29 |        -89 |        -21 |       -139 |
| /home/kun/projects/Knot/backend-service/src/api/base_handler.cpp                                                           | C++          |       -102 |        -18 |        -25 |       -145 |
| /home/kun/projects/Knot/backend-service/src/api/base_handler.h                                                             | C++          |        -32 |        -81 |        -16 |       -129 |
| /home/kun/projects/Knot/backend-service/src/api/favorite_handler.cpp                                                       | C++          |        -69 |        -22 |        -20 |       -111 |
| /home/kun/projects/Knot/backend-service/src/api/favorite_handler.h                                                         | C++          |        -14 |        -31 |         -9 |        -54 |
| /home/kun/projects/Knot/backend-service/src/api/image_handler.cpp                                                          | C++          |       -253 |        -49 |        -67 |       -369 |
| /home/kun/projects/Knot/backend-service/src/api/image_handler.h                                                            | C++          |        -27 |        -81 |        -19 |       -127 |
| /home/kun/projects/Knot/backend-service/src/api/like_handler.cpp                                                           | C++          |        -67 |        -22 |        -18 |       -107 |
| /home/kun/projects/Knot/backend-service/src/api/like_handler.h                                                             | C++          |        -14 |        -31 |         -9 |        -54 |
| /home/kun/projects/Knot/backend-service/src/api/post_handler.cpp                                                           | C++          |       -426 |        -85 |       -106 |       -617 |
| /home/kun/projects/Knot/backend-service/src/api/post_handler.h                                                             | C++          |        -28 |        -84 |        -20 |       -132 |
| /home/kun/projects/Knot/backend-service/src/database/connection_guard.cpp                                                  | C++          |        -25 |        -31 |        -14 |        -70 |
| /home/kun/projects/Knot/backend-service/src/database/connection_guard.h                                                    | C++          |        -18 |        -99 |        -15 |       -132 |
| /home/kun/projects/Knot/backend-service/src/database/connection_pool.cpp                                                   | C++          |       -162 |        -28 |        -50 |       -240 |
| /home/kun/projects/Knot/backend-service/src/database/connection_pool.h                                                     | C++          |        -45 |        -66 |        -22 |       -133 |
| /home/kun/projects/Knot/backend-service/src/database/favorite_repository.cpp                                               | C++          |       -258 |        -37 |        -78 |       -373 |
| /home/kun/projects/Knot/backend-service/src/database/favorite_repository.h                                                 | C++          |        -17 |        -57 |        -11 |        -85 |
| /home/kun/projects/Knot/backend-service/src/database/image_repository.cpp                                                  | C++          |       -474 |        -64 |       -131 |       -669 |
| /home/kun/projects/Knot/backend-service/src/database/image_repository.h                                                    | C++          |        -20 |        -62 |        -15 |        -97 |
| /home/kun/projects/Knot/backend-service/src/database/like_repository.cpp                                                   | C++          |       -258 |        -37 |        -78 |       -373 |
| /home/kun/projects/Knot/backend-service/src/database/like_repository.h                                                     | C++          |        -17 |        -57 |        -11 |        -85 |
| /home/kun/projects/Knot/backend-service/src/database/mysql_statement.h                                                     | C++          |        -35 |        -35 |        -12 |        -82 |
| /home/kun/projects/Knot/backend-service/src/database/post_repository.cpp                                                   | C++          |       -731 |        -92 |       -211 |     -1,034 |
| /home/kun/projects/Knot/backend-service/src/database/post_repository.h                                                     | C++          |        -31 |       -121 |        -25 |       -177 |
| /home/kun/projects/Knot/backend-service/src/database/tag_repository.cpp                                                    | C++          |       -269 |        -30 |        -79 |       -378 |
| /home/kun/projects/Knot/backend-service/src/database/tag_repository.h                                                      | C++          |        -19 |        -61 |        -14 |        -94 |
| /home/kun/projects/Knot/backend-service/src/database/transaction_guard.h                                                   | C++          |        -67 |        -61 |        -18 |       -146 |
| /home/kun/projects/Knot/backend-service/src/database/user_repository.cpp                                                   | C++          |       -578 |        -96 |       -151 |       -825 |
| /home/kun/projects/Knot/backend-service/src/database/user_repository.h                                                     | C++          |        -32 |       -123 |        -21 |       -176 |
| /home/kun/projects/Knot/backend-service/src/main.cpp                                                                       | C++          |        -94 |        -36 |        -28 |       -158 |
| /home/kun/projects/Knot/backend-service/src/models/favorite.cpp                                                            | C++          |        -38 |         -6 |        -13 |        -57 |
| /home/kun/projects/Knot/backend-service/src/models/favorite.h                                                              | C++          |        -25 |        -35 |        -11 |        -71 |
| /home/kun/projects/Knot/backend-service/src/models/image.cpp                                                               | C++          |        -89 |        -16 |        -29 |       -134 |
| /home/kun/projects/Knot/backend-service/src/models/image.h                                                                 | C++          |        -53 |        -40 |        -13 |       -106 |
| /home/kun/projects/Knot/backend-service/src/models/like.cpp                                                                | C++          |        -38 |         -6 |        -13 |        -57 |
| /home/kun/projects/Knot/backend-service/src/models/like.h                                                                  | C++          |        -25 |        -35 |        -11 |        -71 |
| /home/kun/projects/Knot/backend-service/src/models/post.cpp                                                                | C++          |       -140 |        -24 |        -37 |       -201 |
| /home/kun/projects/Knot/backend-service/src/models/post.h                                                                  | C++          |        -66 |        -68 |        -20 |       -154 |
| /home/kun/projects/Knot/backend-service/src/models/tag.cpp                                                                 | C++          |        -40 |        -12 |        -17 |        -69 |
| /home/kun/projects/Knot/backend-service/src/models/tag.h                                                                   | C++          |        -27 |        -38 |        -14 |        -79 |
| /home/kun/projects/Knot/backend-service/src/models/user.cpp                                                                | C++          |       -169 |        -22 |        -43 |       -234 |
| /home/kun/projects/Knot/backend-service/src/models/user.h                                                                  | C++          |        -79 |        -68 |        -19 |       -166 |
| /home/kun/projects/Knot/backend-service/src/security/jwt_manager.cpp                                                       | C++          |       -104 |        -24 |        -28 |       -156 |
| /home/kun/projects/Knot/backend-service/src/security/jwt_manager.h                                                         | C++          |        -18 |        -64 |        -12 |        -94 |
| /home/kun/projects/Knot/backend-service/src/security/password_hasher.cpp                                                   | C++          |       -118 |        -28 |        -34 |       -180 |
| /home/kun/projects/Knot/backend-service/src/security/password_hasher.h                                                     | C++          |        -16 |        -56 |        -10 |        -82 |
| /home/kun/projects/Knot/backend-service/src/server/http_server.cpp                                                         | C++          |       -173 |        -38 |        -56 |       -267 |
| /home/kun/projects/Knot/backend-service/src/server/http_server.h                                                           | C++          |        -36 |        -49 |        -17 |       -102 |
| /home/kun/projects/Knot/backend-service/src/utils/config_manager.cpp                                                       | C++          |        -83 |        -13 |        -18 |       -114 |
| /home/kun/projects/Knot/backend-service/src/utils/config_manager.h                                                         | C++          |        -21 |        -39 |        -12 |        -72 |
| /home/kun/projects/Knot/backend-service/src/utils/id_generator.cpp                                                         | C++          |        -58 |        -22 |        -24 |       -104 |
| /home/kun/projects/Knot/backend-service/src/utils/id_generator.h                                                           | C++          |        -14 |        -38 |         -8 |        -60 |
| /home/kun/projects/Knot/backend-service/src/utils/image_processor.cpp                                                      | C++          |       -130 |        -34 |        -38 |       -202 |
