Date : 2025-10-11 01:14:05
Directory : /home/kun/projects/Knot
Total : 210 files,  57810 codes, 8250 comments, 11723 blanks, all 77783 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/CMakePresets.json                                      | JSON         |         32 |          0 |          0 |         32 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/es256k.cpp                                             | C++          |         31 |          3 |          8 |         42 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/jwks-verify.cpp                                        | C++          |        121 |          8 |         10 |        139 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/partial-claim-verifier.cpp                             | C++          |         77 |          4 |         15 |         96 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/print-claims.cpp                                       | C++          |         10 |          1 |          3 |         14 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/private-claims.cpp                                     | C++          |         37 |          3 |         10 |         50 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/rsa-create.cpp                                         | C++          |         41 |          1 |          4 |         46 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/rsa-verify.cpp                                         | C++          |         30 |          5 |          7 |         42 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/CMakeLists.txt                                  | CMake        |         30 |          0 |          7 |         37 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/README.md                                       | Markdown     |          4 |          0 |          3 |          7 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/boost-json.cpp                                  | C++          |         42 |          1 |         10 |         53 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/danielaparker-jsoncons.cpp                      | C++          |         39 |          0 |          9 |         48 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/kazuho-picojson.cpp                             | C++          |         39 |          0 |          9 |         48 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/nlohmann-json.cpp                               | C++          |         39 |          0 |          9 |         48 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/example/traits/open-source-parsers-jsoncpp.cpp                 | C++          |         39 |          0 |          9 |         48 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/base.h                                         | C++          |        249 |         69 |         39 |        357 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/jwt.h                                          | C++          |      2,308 |      1,658 |        291 |      4,257 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/boost-json/defaults.h                   | C++          |         32 |         48 |         12 |         92 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/boost-json/traits.h                     | C++          |         64 |          5 |         16 |         85 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/danielaparker-jsoncons/defaults.h       | C++          |         32 |         48 |         12 |         92 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/danielaparker-jsoncons/traits.h         | C++          |        182 |          8 |         50 |        240 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/kazuho-picojson/defaults.h              | C++          |         29 |         48 |         11 |         88 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/kazuho-picojson/traits.h                | C++          |         62 |          4 |         15 |         81 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/nlohmann-json/defaults.h                | C++          |         32 |         48 |         12 |         92 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/nlohmann-json/traits.h                  | C++          |         62 |          5 |         15 |         82 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/open-source-parsers-jsoncpp/defaults.h  | C++          |         34 |         48 |         12 |         94 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/jwt-cpp/traits/open-source-parsers-jsoncpp/traits.h    | C++          |        113 |          7 |         21 |        141 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/include/picojson/picojson.h                                    | C++          |      1,080 |         33 |         88 |      1,201 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/nuget/jwt-cpp.nuspec                                           | XML          |         29 |          0 |          1 |         30 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/nuget/jwt-cpp.targets                                          | XML          |          8 |          0 |          0 |          8 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/BaseTest.cpp                                             | C++          |        113 |          1 |         21 |        135 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/CMakeLists.txt                                           | CMake        |         74 |          0 |         12 |         86 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/CMakePresets.json                                        | JSON         |        146 |          0 |          0 |        146 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/ClaimTest.cpp                                            | C++          |        120 |          0 |         22 |        142 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/HelperTest.cpp                                           | C++          |        218 |          2 |         24 |        244 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/JwksTest.cpp                                             | C++          |        142 |          0 |         20 |        162 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/Keys.cpp                                                 | C++          |        229 |          2 |          2 |        233 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/OpenSSLErrorTest.cpp                                     | C++          |      1,238 |         20 |        136 |      1,394 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/TestMain.cpp                                             | C++          |          5 |          0 |          2 |          7 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/TokenFormatTest.cpp                                      | C++          |         28 |          0 |          8 |         36 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/TokenTest.cpp                                            | C++          |        767 |         14 |        196 |        977 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/cmake/CMakeLists.txt                                     | CMake        |          6 |          0 |          4 |         10 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/cmake/base64-is-disabled.cpp                             | C++          |          8 |          0 |          3 |         11 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/cmake/defaults-enabled.cpp                               | C++          |          5 |          0 |          2 |          7 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/cmake/libressl-is-used.cpp                               | C++          |         10 |          0 |          4 |         14 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/cmake/picojson-is-disabled.cpp                           | C++          |          8 |          0 |          3 |         11 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/cmake/wolfssl-is-used.cpp                                | C++          |         13 |          1 |          5 |         19 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/fuzz/BaseDecodeFuzz.cpp                                  | C++          |         10 |          1 |          3 |         14 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/fuzz/BaseEncodeFuzz.cpp                                  | C++          |          7 |          0 |          3 |         10 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/fuzz/CMakeLists.txt                                      | CMake        |         20 |          0 |          5 |         25 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/fuzz/TokenDecodeFuzz.cpp                                 | C++          |         17 |          5 |          6 |         28 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/traits/BoostJsonTest.cpp                                 | C++          |        118 |          0 |         24 |        142 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/traits/JsonconsTest.cpp                                  | C++          |        124 |          0 |         24 |        148 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/traits/NlohmannTest.cpp                                  | C++          |        118 |          0 |         24 |        142 |
| /home/kun/projects/Knot/backend-service/third_party/jwt-cpp/tests/traits/OspJsoncppTest.cpp                                | C++          |        124 |          0 |         24 |        148 |
| /home/kun/projects/Knot/backend-service/third_party/stb_image.h                                                            | C++          |      5,833 |      1,294 |        862 |      7,989 |
| /home/kun/projects/Knot/backend-service/third_party/stb_image_resize2.h                                                    | C++          |      8,246 |        992 |      1,393 |     10,631 |
| /home/kun/projects/Knot/backend-service/third_party/stb_image_write.h                                                      | C++          |      1,242 |        315 |        168 |      1,725 |
| /home/kun/projects/Knot/entry/src/main/resources/base/element/color.json                                                   | JSON         |          8 |          0 |          0 |          8 |
| /home/kun/projects/Knot/entry/src/main/resources/base/element/float.json                                                   | JSON         |          8 |          0 |          1 |          9 |
| /home/kun/projects/Knot/entry/src/main/resources/base/element/string.json                                                  | JSON         |         28 |          0 |          1 |         29 |
| /home/kun/projects/Knot/entry/src/main/resources/base/media/layered_image.json                                             | JSON         |          7 |          0 |          0 |          7 |
| /home/kun/projects/Knot/entry/src/main/resources/base/profile/backup_config.json                                           | JSON         |          3 |          0 |          0 |          3 |
| /home/kun/projects/Knot/entry/src/main/resources/base/profile/main_pages.json                                              | JSON         |          5 |          0 |          1 |          6 |
| /home/kun/projects/Knot/entry/src/main/resources/dark/element/color.json                                                   | JSON         |          8 |          0 |          0 |          8 |
| /home/kun/projects/Knot/rules/rules.md                                                                                     | Markdown     |         85 |          0 |         27 |        112 |
| /home/kun/projects/Knot/需求分析.md                                                                                            | Markdown     |        926 |          0 |        188 |      1,114 |
| Total                                                                                                                      |              |     57,810 |      8,250 |     11,723 |     77,783 |
+----------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
